year,RNP,vessel_registration_number,species_permit,fishing_gear_number,fishing_gear_type_en
2016,306001827,NA,ESCAMA MARINA,20,HOOK AND LINES / ROD AND REEL
2014,305006546,NA,ESCAMA,42,HOOK AND LINES / ROD AND REEL
2013,305007338,3002057813-2,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2012,305006876,25044228134,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2013,305007007,2502118713-9,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305006918,3102217613-5,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2011,305007429,25043824139,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2014,305007650,2501A021132,ESCAMA MARINA,5,HOOK AND LINES / ROD AND REEL
2012,306001033,2502046213-5,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2011,305007304,25019757139,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2011,305006736,25013098139,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2013,306007288,0301074813-4,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,306001290,0201488213-3,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2013,305006371,3003545513-4,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,306001290,NA,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2015,305006967,25014782138,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2013,305007403,0701264113-4,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2009,306001140,3102360113-4,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2014,312003261,NA,ESCAMA MARINA,2,HOOK AND LINES / ROD AND REEL
2014,305007643,NA,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2013,305006918,28041424133,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,305006892,30035997138,ESCAMA MARINA,10,HOOK AND LINES / ROD AND REEL
2013,305007361,0701264013-5,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305006322,0302384713-3,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2016,306001744,NA,ESCAMA MARINA,14,HOOK AND LINES / ROD AND REEL
2015,305008195,25010880132,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2011,305007437,25043827137,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2011,305007346,25043825132,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2013,303000285,3103158810-7,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305005795,1402611013-6,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305006322,3102245813-1,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2015,305008195,0701162313-3,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2013,305006866,NA,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,305000127,0701B16913-1,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,305003188,3002039613-4,ESCAMA MARINA,16,HOOK AND LINES / ROD AND REEL
2011,305007361,25043823133,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2014,305001521,30035996133,ESCAMA MARINA,10,HOOK AND LINES / ROD AND REEL
2013,305007437,2603310413-4,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,305002305,3001064513-6,ESCAMA MARINA,200,HOOK AND LINES / ROD AND REEL
2014,305006892,2804246513-2,ESCAMA MARINA,10,HOOK AND LINES / ROD AND REEL
2013,305007320,3002058713-2,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2011,305007445,25043833133,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2013,305000127,1402580813-7,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2015,305006918,0302107913-9,ESCAMA MARINA,4,HOOK AND LINES / ROD AND REEL
2013,305006512,0301047613-8,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2015,305004665,3001799113-9,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2013,305006975,25043554131,ESCAMA,2,HOOK AND LINES / ROD AND REEL
2014,305007296,NA,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2014,306001827,3102387013-4,ESCAMA MARINA,20,HOOK AND LINES / ROD AND REEL
2014,305003188,3102022813-5,ESCAMA MARINA,16,HOOK AND LINES / ROD AND REEL
2013,305006371,3003533113-6,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,303000285,28021164137,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2013,306001290,2802051413-8,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2014,305001521,25019724137,ESCAMA MARINA,10,HOOK AND LINES / ROD AND REEL
2009,305005720,2502695813-3,ESCAMA,3,HOOK AND LINES / ROD AND REEL
2013,305006866,0701515113-5,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2009,306001819,3102117213-6,ESCAMA,1,HOOK AND LINES / ROD AND REEL
2013,306001785,2502164613-1,ESCAMA,0,HOOK AND LINES / ROD AND REEL
2015,305000713,0701B30213-1,ESCAMA MARINA,14,HOOK AND LINES / ROD AND REEL
2012,305007650,0201011113-8,ESCAMA MARINA,5,HOOK AND LINES / ROD AND REEL
2015,305006637,NA,ESCAMA MARINA,3,HOOK AND LINES / ROD AND REEL
2011,306001785,2502655613-5,ESCAMA MARINA,0,HOOK AND LINES / ROD AND REEL
2014,305004244,NA,ESCAMA MARINA,16,HOOK AND LINES / ROD AND REEL
2017,305007643,18010317133,ESCAMA MARINA,8,HOOK AND LINES / ROD AND REEL
2014,306001033,NA,ESCAMA MARINA,2,GILLNETS
2012,306001900,1402161213-6,ESCAMA MARINA,4,GILLNETS
2016,305005423,NA,ESCAMA MARINA,2,GILLNETS
2013,305004798,16011694130,ESCAMA,4,GILLNETS
2014,305006108,3001659913-8,ESCAMA MARINA,2,GILLNETS
2014,305004764,1402046813-4,ESCAMA MARINA,1,GILLNETS
2012,306001710,25043935130,ESCAMA MARINA,1,GILLNETS
2014,305006728,0202106513-6,ESCAMA MARINA,1,GILLNETS
2012,306001900,14022264133,ESCAMA MARINA,4,GILLNETS
2016,305006991,18014426133,ESCAMA MARINA,1,GILLNETS
2017,305000010,0304114513-6,ESCAMA MARINA,18,GILLNETS
2012,305005985,25040172133,ESCAMA MARINA,6,GILLNETS
2014,306001082,3003466913-8,ESCAMA MARINA,1,GILLNETS
2015,306001090,25012264133,ESCAMA MARINA,3,GILLNETS
2013,305006967,3003209713-2,ESCAMA,4,GILLNETS
2016,306001967,3043057136,ESCAMA MARINA,2,GILLNETS
2016,306001710,20031615134,ESCAMA MARINA,1,GILLNETS
2014,305007635,3102052513-6,ESCAMA MARINA,2,GILLNETS
2016,305007767,NA,ESCAMA MARINA,2,GILLNETS
2017,305005829,3102189113-5,ESCAMA MARINA,1,GILLNETS
2012,305007650,0201011113-8,ESCAMA MARINA,2,GILLNETS
2014,306001827,3102387013-4,ESCAMA MARINA,4,GILLNETS
2013,305007692,3102213710-1,ESCAMA MARINA,1,GILLNETS
2013,305006843,2501997313-9,ESCAMA,5,GILLNETS
2013,305004798,16011692135,ESCAMA,3,GILLNETS
2013,305007627,2501A825133,ESCAMA MARINA,2,GILLNETS
2016,306001082,27011391132,ESCAMA MARINA,1,GILLNETS
2012,306001934,1402162413-6,ESCAMA MARINA,10,GILLNETS
2014,305002929,0303135413-7,ESCAMA MARINA,1,GILLNETS
2017,305006728,NA,ESCAMA MARINA,1,GILLNETS
2014,305006728,0302033813-9,ESCAMA,1,GILLNETS
2014,305006728,NA,ESCAMA MARINA,1,GILLNETS
2016,305005464,NA,ESCAMA MARINA,3,GILLNETS
2016,306000993,2602608613-7,ESCAMA MARINA,7,GILLNETS
2017,306001041,NA,ESCAMA MARINA,1,GILLNETS
2014,305000069,NA,ESCAMA MARINA,25,GILLNETS
2017,305007718,3103128013-6,ESCAMA MARINA,1,GILLNETS
2013,306001744,16029523131,ESCAMA MARINA,4,GILLNETS
2014,305006728,NA,ESCAMA,1,GILLNETS
2013,306001108,0302284213-5,ESCAMA,3,GILLNETS
2015,305000010,2501816513-8,ESCAMA MARINA,18,GILLNETS
2015,306001744,NA,ESCAMA MARINA,4,GILLNETS
2014,305006538,3001060013-7,ESCAMA MARINA,1,GILLNETS
2012,306001710,12025777139,ESCAMA MARINA,1,GILLNETS
2015,305004798,0302324413-4,ESCAMA MARINA,1,GILLNETS
2016,305006991,NA,ESCAMA MARINA,1,GILLNETS
2017,305005423,NA,ESCAMA MARINA,3,GILLNETS
2016,306001033,18012089133,ESCAMA MARINA,2,GILLNETS
2017,306001041,3001280713-1,ESCAMA MARINA,1,GILLNETS
2017,306001744,12025374138,ESCAMA MARINA,7,GILLNETS
2015,305007817,2501A339133,ESCAMA MARINA,1,GILLNETS
2014,305004764,3001659613-8,ESCAMA MARINA,2,GILLNETS
2013,305006975,2802210013-6,ESCAMA,3,GILLNETS
2015,305007817,0701937913-9,ESCAMA MARINA,1,GILLNETS
2016,306001801,0304100913-5,ESCAMA MARINA,1,GILLNETS
2016,306001934,NA,ESCAMA MARINA,10,GILLNETS
2012,306001108,12025783138,ESCAMA MARINA,1,GILLNETS
2014,305007452,3001945713-7,ESCAMA MARINA,1,GILLNETS
2013,306001108,3003109013-5,ESCAMA,3,GILLNETS
2014,305006728,2601138613-3,ESCAMA MARINA,1,GILLNETS
2011,305003154,3102231213-2,ESCAMA,2,GILLNETS
2015,305007692,27022435138,ESCAMA MARINA,1,GILLNETS
2015,305006801,0701A85413-3,ESCAMA MARINA,1,GILLNETS
2012,306001033,1402162313-7,ESCAMA MARINA,2,GILLNETS
2015,305006231,25016468131,ESCAMA MARINA,5,GILLNETS
2017,305006595,NA,ESCAMA MARINA,2,GILLNETS
2017,306001900,NA,ESCAMA MARINA,4,GILLNETS
2012,305007296,2502056013-9,ESCAMA MARINA,1,GILLNETS
2012,305007635,2502056113-5,ESCAMA MARINA,2,GILLNETS
2012,306001918,25043494132,ESCAMA MARINA,10,GILLNETS
2015,305007759,3101082113-1,ESCAMA MARINA,10,GILLNETS
2014,312000805,NA,ESCAMA,3,GILLNETS
2016,305007668,2501848313-1,ESCAMA MARINA,1,GILLNETS
2014,305000028,30035694139,ESCAMA MARINA,30,GILLNETS
2016,306001900,1801209813-3,ESCAMA MARINA,4,GILLNETS
2015,306001918,25026873138,ESCAMA MARINA,10,GILLNETS
2016,305007767,3101035513-7,ESCAMA MARINA,2,GILLNETS
2016,305007783,3102321213-2,ESCAMA MARINA,2,GILLNETS
2014,305002929,0202142113-2,ESCAMA MARINA,1,GILLNETS
2013,305005423,3002373113-0,ESCAMA MARINA,4,GILLNETS
2013,305007627,12010309133,ESCAMA MARINA,2,GILLNETS
2016,305006108,NA,ESCAMA MARINA,2,GILLNETS
2013,303000285,3103158810-7,ESCAMA,1,GILLNETS
2017,305000010,NA,ESCAMA MARINA,18,GILLNETS
2015,305000010,2501816513-8,ESCAMA MARINA,18,GILLNETS
2017,306001926,3002827913-8,ESCAMA MARINA,6,GILLNETS
2014,305007635,30034746134,ESCAMA MARINA,2,GILLNETS
2017,306001793,NA,ESCAMA MARINA,4,GILLNETS
2017,306001108,30029136133,ESCAMA MARINA,1,GILLNETS
2016,305004764,25024237138,ESCAMA MARINA,1,GILLNETS
2012,305006645,28021440135,ESCAMA MARINA,4,GILLNETS
2015,305006231,7015384138,ESCAMA MARINA,5,GILLNETS
2017,305006728,2802133813-2,ESCAMA MARINA,1,GILLNETS
2014,306001827,12012452138,ESCAMA MARINA,4,GILLNETS
2013,305007411,2021256136,ESCAMA MARINA,3,GILLNETS
2014,305000069,30032774134,ESCAMA MARINA,25,GILLNETS
2017,306001793,NA,ESCAMA MARINA,6,GILLNETS
2006,305006256,3102062113-8,ESCAMA,1,GILLNETS
2016,306001900,2502068913-6,ESCAMA MARINA,4,GILLNETS
2017,305004798,0304309313-3,ESCAMA MARINA,1,GILLNETS
2016,305006835,7012990133,ESCAMA MARINA,1,GILLNETS
2015,306001108,7019407138,ESCAMA MARINA,2,GILLNETS
2017,305007080,30036468130,ESCAMA MARINA,1,GILLNETS
2012,306001108,25043936139,ESCAMA MARINA,1,GILLNETS
2017,305005274,NA,ESCAMA MARINA,1,GILLNETS
2014,305000036,0302172413-3,ESCAMA MARINA,70,GILLNETS
2009,306001140,0303015313-7,ESCAMA,2,GILLNETS
2016,303000939,NA,ESCAMA MARINA,2,GILLNETS
2017,305000127,3003438413-1,ESCAMA MARINA,15,GILLNETS
2014,306001793,NA,ESCAMA MARINA,2,GILLNETS
2012,306001090,2504003313-6,ESCAMA MARINA,1,GILLNETS
2013,306001108,3102036313-6,ESCAMA,3,GILLNETS
2015,305000010,NA,ESCAMA MARINA,18,GILLNETS
2013,306001108,0302284113-9,ESCAMA,3,GILLNETS
2016,305005555,3101003013-3,ESCAMA MARINA,3,GILLNETS
2014,305005274,NA,ESCAMA MARINA,2,GILLNETS
2012,306001918,2502052513-6,ESCAMA MARINA,10,GILLNETS
2017,306001892,NA,ESCAMA MARINA,3,GILLNETS
2014,305005555,14010904134,ESCAMA,3,GILLNETS
2015,306001371,NA,ESCAMA MARINA,2,GILLNETS
2014,312000805,NA,ESCAMA,3,GILLNETS
2016,305007007,3102051613-4,ESCAMA MARINA,2,GILLNETS
2017,305008328,NA,ESCAMA MARINA,1,GILLNETS
2017,306001793,3102094713-5,ESCAMA MARINA,2,GILLNETS
2014,305005274,3001029413-2,ESCAMA MARINA,2,GILLNETS
2015,305006231,NA,ESCAMA MARINA,5,GILLNETS
2017,305000127,0302447313-5,ESCAMA MARINA,15,GILLNETS
2013,305000127,1402580813-7,ESCAMA,15,GILLNETS
2014,306001892,18022016132,ESCAMA MARINA,3,GILLNETS
2016,306001033,2502068713-9,ESCAMA MARINA,2,GILLNETS
2016,305007783,NA,ESCAMA MARINA,2,GILLNETS
2017,305005274,0305191413-1,ESCAMA MARINA,1,GILLNETS
2018,305007841,0303017613-5,ESCAMA MARINA,1,GILLNETS
2016,306000936,30036237134,ESCAMA MARINA,7,GILLNETS
2016,306001710,1401251613-5,ESCAMA MARINA,1,GILLNETS
2016,305006835,NA,ESCAMA MARINA,1,GILLNETS
2013,306001108,3102019313-5,ESCAMA,3,GILLNETS
2016,306001918,NA,ESCAMA MARINA,2,GILLNETS
2013,305007411,2802044613-9,ESCAMA MARINA,3,GILLNETS
2013,306001744,2802272113-7,ESCAMA MARINA,4,GILLNETS
2013,305004798,3102249413-1,ESCAMA,3,GILLNETS
2016,306000993,30021639103,ESCAMA MARINA,7,GILLNETS
2014,305004111,3003292213-8,ESCAMA MARINA,4,GILLNETS
2015,305006967,25014782138,ESCAMA MARINA,2,GILLNETS
2017,305004798,0701088213-4,ESCAMA MARINA,1,GILLNETS
2006,305006256,2601220513-6,ESCAMA,12,GILLNETS
2009,305005720,0301046313-7,ESCAMA,3,GILLNETS
2016,305007452,20031607139,ESCAMA MARINA,1,GILLNETS
2014,305006538,2014407135,ESCAMA MARINA,1,GILLNETS
2012,306001934,25019655138,ESCAMA MARINA,10,GILLNETS
2013,305006967,2805059413-8,ESCAMA,4,GILLNETS
2016,305007734,NA,ESCAMA MARINA,1,GILLNETS
2016,305007949,NA,ESCAMA MARINA,1,GILLNETS
2015,305007411,3102288113-6,ESCAMA MARINA,3,GILLNETS
2013,306001744,0302039413-4,ESCAMA,16,GILLNETS
2015,305007007,NA,ESCAMA MARINA,2,GILLNETS
2013,306001744,2603114513-9,ESCAMA MARINA,4,GILLNETS
2013,305007692,2805015413-4,ESCAMA MARINA,1,GILLNETS
2016,305007056,0303021013-8,ESCAMA MARINA,1,GILLNETS
2017,305006801,NA,ESCAMA MARINA,1,GILLNETS
2016,305007949,12022157136,ESCAMA MARINA,1,GILLNETS
2012,306001033,25043913136,ESCAMA MARINA,2,GILLNETS
2014,305004764,3001659613-8,ESCAMA MARINA,1,GILLNETS
2017,306001371,14010580135,ESCAMA MARINA,2,GILLNETS
2016,305005423,3102305213-7,ESCAMA MARINA,2,GILLNETS
2012,306001710,12025777139,ESCAMA MARINA,1,GILLNETS
2014,305007452,3001945713-7,ESCAMA MARINA,1,GILLNETS
2013,306001280,18018978132,ESCAMA MARINA,2,GILLNETS
2016,305000036,NA,ESCAMA MARINA,70,GILLNETS
2015,306001108,2014249135,ESCAMA MARINA,1,GILLNETS
2015,306001108,25011151136,ESCAMA MARINA,2,GILLNETS
2014,305005274,3001029413-2,ESCAMA MARINA,1,GILLNETS
2014,305006728,NA,ESCAMA MARINA,1,GILLNETS
2017,305007080,NA,ESCAMA MARINA,1,GILLNETS
2017,305004244,3001314313-2,ESCAMA MARINA,4,GILLNETS
2014,306001290,0201488213-3,ESCAMA MARINA,6,GILLNETS
2015,306001744,0701B07213-5,ESCAMA MARINA,4,GILLNETS
2014,305007056,14021481135,ESCAMA MARINA,1,GILLNETS
2016,306001934,1801243813-5,ESCAMA MARINA,10,GILLNETS
2016,305005423,12012206132,ESCAMA MARINA,2,GILLNETS
2012,305007056,25043497139,ESCAMA MARINA,2,GILLNETS
2013,306001290,0303011113-6,ESCAMA,12,GILLNETS
2016,305007155,0303021413-8,ESCAMA MARINA,3,GILLNETS
2016,305007155,3101418413-2,ESCAMA MARINA,3,GILLNETS
2017,305007759,3002051713-6,ESCAMA MARINA,10,GILLNETS
2014,305006728,3001B037134,ESCAMA MARINA,1,GILLNETS
2012,305006645,14026438139,ESCAMA MARINA,4,GILLNETS
2014,305004764,NA,ESCAMA MARINA,2,GILLNETS
2013,305007627,12010309133,ESCAMA MARINA,2,GILLNETS
2015,305006967,27022807137,ESCAMA MARINA,2,GILLNETS
2017,306001371,NA,ESCAMA MARINA,2,GILLNETS
2016,305007452,2804426413-5,ESCAMA MARINA,1,GILLNETS
2016,306001892,4020137131,ESCAMA MARINA,3,GILLNETS
2012,305006876,2502050713-4,ESCAMA MARINA,1,GILLNETS
2015,306001702,2502528313-4,ESCAMA,1,GILLNETS
2016,306001900,3001961513-3,ESCAMA MARINA,4,GILLNETS
2017,306001108,0302034513-6,ESCAMA MARINA,1,GILLNETS
2017,305006967,0303060513-1,ESCAMA MARINA,2,GILLNETS
2012,306001801,2502054013-6,ESCAMA MARINA,7,GILLNETS
2015,306001793,0701A85613-7,ESCAMA MARINA,4,GILLNETS
2014,305006728,0302033813-9,ESCAMA,1,GILLNETS
2016,306000993,NA,ESCAMA MARINA,7,GILLNETS
2014,305000069,3102000913-5,ESCAMA MARINA,25,GILLNETS
2016,305007155,NA,ESCAMA MARINA,3,GILLNETS
2016,305007668,2502066913-1,ESCAMA MARINA,1,GILLNETS
2017,305007080,30036468130,ESCAMA MARINA,1,GILLNETS
2016,305006306,NA,ESCAMA MARINA,2,GILLNETS
2015,306001371,0701A85913-9,ESCAMA MARINA,2,GILLNETS
2016,306001900,NA,ESCAMA MARINA,4,GILLNETS
2015,305003683,0304047513-2,ESCAMA MARINA,4,GILLNETS
2014,305004111,NA,ESCAMA MARINA,4,GILLNETS
2012,306001108,12025783138,ESCAMA MARINA,1,GILLNETS
2015,305000010,NA,ESCAMA MARINA,18,GILLNETS
2017,306001108,0302034513-6,ESCAMA MARINA,1,GILLNETS
2016,305007627,NA,ESCAMA MARINA,2,GILLNETS
2011,305006751,28023339137,ESCAMA,2,GILLNETS
2012,306001793,14022376135,ESCAMA MARINA,2,GILLNETS
2013,305006967,3102019513-5,ESCAMA,4,GILLNETS
2012,306000936,14022294137,ESCAMA MARINA,7,GILLNETS
2014,305005274,2502366813-7,ESCAMA MARINA,2,GILLNETS
2017,305007759,3002501813-5,ESCAMA MARINA,10,GILLNETS
2015,305007270,0302380913-8,ESCAMA MARINA,9,GILLNETS
2016,305005555,NA,ESCAMA MARINA,3,GILLNETS
2016,305003204,NA,ESCAMA MARINA,2,GILLNETS
2014,305004244,0302169413-6,ESCAMA MARINA,4,GILLNETS
2015,306001108,2014249135,ESCAMA MARINA,1,GILLNETS
2015,305006967,25014782138,ESCAMA MARINA,2,GILLNETS
2012,306001801,2504003213-6,ESCAMA MARINA,7,GILLNETS
2015,305006843,28021730137,ESCAMA MARINA,1,GILLNETS
2012,306001926,25043493135,ESCAMA MARINA,6,GILLNETS
2012,306001801,2504003213-6,ESCAMA MARINA,7,GILLNETS
2016,305005423,12012206132,ESCAMA MARINA,6,GILLNETS
2012,306001710,25043935130,ESCAMA MARINA,1,GILLNETS
2017,306000951,30020104136,ESCAMA MARINA,2,GILLNETS
2015,306001769,2603119813-3,ESCAMA MARINA,3,GILLNETS
2017,305006678,3002827213-3,ESCAMA MARINA,8,GILLNETS
2016,305007791,2601135413-9,ESCAMA MARINA,1,GILLNETS
2014,306001926,0302177713-1,ESCAMA MARINA,6,GILLNETS
2017,305004244,NA,ESCAMA MARINA,4,GILLNETS
2016,305007270,0303088513-2,ESCAMA MARINA,9,GILLNETS
2014,306001827,NA,ESCAMA MARINA,4,GILLNETS
2016,305007452,20031607139,ESCAMA MARINA,1,GILLNETS
2015,306001041,0303109513-3,ESCAMA MARINA,1,GILLNETS
2017,305006967,0303060513-1,ESCAMA MARINA,2,GILLNETS
2013,306001108,3003209813-8,ESCAMA,3,GILLNETS
2012,305006645,3043663134,ESCAMA MARINA,4,GILLNETS
2016,305006306,0701778913-8,ESCAMA MARINA,2,GILLNETS
2013,305007411,3025690133,ESCAMA MARINA,3,GILLNETS
2017,305007064,2602619013-1,ESCAMA MARINA,1,GILLNETS
2009,305005720,3102343813-8,ESCAMA,3,GILLNETS
2015,305004798,2502565313-1,ESCAMA MARINA,1,GILLNETS
2013,305007759,2803003313-9,ESCAMA MARINA,10,GILLNETS
2012,306001892,2502045713-1,ESCAMA MARINA,3,GILLNETS
2012,306001033,2502046213-5,ESCAMA,2,GILLNETS
2017,306001041,2501252113-1,ESCAMA MARINA,1,GILLNETS
2016,305000028,2601275913-9,ESCAMA MARINA,30,GILLNETS
2017,305007122,18010787138,ESCAMA MARINA,1,GILLNETS
2011,306001789,0302024713-0,ESCAMA MARINA,5,GILLNETS
2014,306001793,0202074813-4,ESCAMA MARINA,2,GILLNETS
2017,305007692,NA,ESCAMA MARINA,1,GILLNETS
2016,306001801,3102288413-5,ESCAMA MARINA,1,GILLNETS
2011,306001744,25043830133,ESCAMA MARINA,16,GILLNETS
2014,305005985,3001277213-2,ESCAMA MARINA,3,GILLNETS
2014,305002305,2502366713-1,ESCAMA MARINA,4,GILLNETS
2016,306001892,0303000913-9,ESCAMA MARINA,3,GILLNETS
2013,306001744,2603114513-9,ESCAMA MARINA,4,GILLNETS
2013,305004798,3102276013-5,ESCAMA,4,GILLNETS
2017,305006884,NA,ESCAMA MARINA,1,GILLNETS
2016,306000118,31024160134,ESCAMA MARINA,8,GILLNETS
2017,306000274,3001421513-8,ESCAMA MARINA,5,GILLNETS
2016,306001801,0304100913-5,ESCAMA MARINA,7,GILLNETS
2017,306001926,NA,ESCAMA MARINA,6,GILLNETS
2017,305008328,3001A85813-1,ESCAMA MARINA,1,GILLNETS
2012,305007650,25043518136,ESCAMA MARINA,2,GILLNETS
2015,306001108,25011151136,ESCAMA MARINA,2,GILLNETS
2011,306001744,0202049013-5,ESCAMA MARINA,16,GILLNETS
2017,305007718,3003243913-3,ESCAMA MARINA,1,GILLNETS
2012,305007452,14022274135,ESCAMA MARINA,1,GILLNETS
2012,305007056,14022281139,ESCAMA MARINA,2,GILLNETS
2012,306001090,14022275135,ESCAMA MARINA,1,GILLNETS
2017,305006843,3102012913-9,ESCAMA MARINA,1,GILLNETS
2012,306001108,14022282139,ESCAMA MARINA,1,GILLNETS
2017,305007411,3001428413-8,ESCAMA MARINA,3,GILLNETS
2013,306001280,18018978132,ESCAMA MARINA,2,GILLNETS
2016,303000939,30034795136,ESCAMA MARINA,2,GILLNETS
2013,305007270,1402248513-1,ESCAMA MARINA,9,GILLNETS
2014,305005274,NA,ESCAMA MARINA,5,GILLNETS
2016,305007056,NA,ESCAMA MARINA,1,GILLNETS
2017,306001744,NA,ESCAMA MARINA,9,GILLNETS
2014,305002305,3001064513-6,ESCAMA MARINA,4,GILLNETS
2015,305006025,7011628133,ESCAMA MARINA,2,GILLNETS
2016,305006876,2502066613-6,ESCAMA MARINA,1,GILLNETS
2017,306000274,25014897133,ESCAMA MARINA,5,GILLNETS
2014,305007056,3001028013-6,ESCAMA MARINA,1,GILLNETS
2016,306001290,NA,ESCAMA MARINA,6,GILLNETS
2016,306000936,28021228132,ESCAMA MARINA,7,GILLNETS
2016,306000993,NA,ESCAMA MARINA,7,GILLNETS
2016,305006306,NA,ESCAMA MARINA,7,GILLNETS
2017,306001702,3001600013-7,ESCAMA MARINA,2,GILLNETS
2016,305007635,NA,ESCAMA MARINA,2,GILLNETS
2013,306000902,NA,ESCAMA MARINA,1,GILLNETS
2016,305000036,NA,ESCAMA MARINA,70,GILLNETS
2016,305007791,25013090134,ESCAMA MARINA,1,GILLNETS
2017,306001744,3103153413-7,ESCAMA MARINA,7,GILLNETS
2017,305000010,14026314135,ESCAMA MARINA,18,GILLNETS
2015,305000010,25013935132,ESCAMA MARINA,18,GILLNETS
2015,306001744,2502637110-7,ESCAMA MARINA,4,GILLNETS
2006,305006256,12028931135,ESCAMA,1,GILLNETS
2012,306001900,14022264133,ESCAMA MARINA,4,GILLNETS
2017,306001793,3002901413-2,ESCAMA MARINA,6,GILLNETS
2016,303000939,30034355135,ESCAMA MARINA,2,GILLNETS
2017,306001744,NA,ESCAMA MARINA,7,GILLNETS
2017,305006843,3002435313-6,ESCAMA MARINA,1,GILLNETS
2014,305004111,18011691139,ESCAMA MARINA,4,GILLNETS
2017,305000846,30020436136,ESCAMA MARINA,7,GILLNETS
2014,306001033,14010778134,ESCAMA MARINA,1,GILLNETS
2014,305005274,3001029413-2,ESCAMA MARINA,5,GILLNETS
2017,305006801,2804477713-9,ESCAMA MARINA,1,GILLNETS
2016,305000036,2603234013-6,ESCAMA MARINA,70,GILLNETS
2017,305005423,0701B949138,ESCAMA MARINA,4,GILLNETS
2017,305006728,NA,ESCAMA MARINA,1,GILLNETS
2016,306001801,0304100913-5,ESCAMA MARINA,1,GILLNETS
2017,305004244,12026951133,ESCAMA MARINA,4,GILLNETS
2015,305000127,0303076613-3,ESCAMA MARINA,15,GILLNETS
2015,305000010,14025226133,ESCAMA MARINA,18,GILLNETS
2015,305007817,0701937913-9,ESCAMA MARINA,1,GILLNETS
2014,305002354,28020126134,ESCAMA,6,GILLNETS
2015,305007007,30035198138,ESCAMA MARINA,2,GILLNETS
2015,305006884,30031082135,ESCAMA MARINA,1,GILLNETS
2017,305005423,0201338313-5,ESCAMA MARINA,3,GILLNETS
2015,303000285,NA,ESCAMA MARINA,1,GILLNETS
2013,305007692,2805015413-4,ESCAMA MARINA,1,GILLNETS
2015,305000010,25013935132,ESCAMA MARINA,18,GILLNETS
2016,305002354,0701B05213-1,ESCAMA MARINA,9,GILLNETS
2017,305006843,3102012913-9,ESCAMA MARINA,1,GILLNETS
2017,306001793,25012986138,ESCAMA MARINA,2,GILLNETS
2013,305007221,2502647113-4,ESCAMA MARINA,1,GILLNETS
2015,305007080,0302365013-3,ESCAMA MARINA,1,GILLNETS
2014,305007189,NA,ESCAMA MARINA,1,GILLNETS
2017,305007080,0302150613-6,ESCAMA MARINA,1,GILLNETS
2017,305006801,3102348613-9,ESCAMA MARINA,1,GILLNETS
2015,305000846,2802010413-6,ESCAMA MARINA,7,GILLNETS
2017,305005274,0303159913-8,ESCAMA MARINA,1,GILLNETS
2015,306001371,26012556133,ESCAMA MARINA,2,GILLNETS
2015,305005829,NA,ESCAMA MARINA,1,GILLNETS
2011,305003154,0201366113-6,ESCAMA,2,GILLNETS
2015,305000010,25011940137,ESCAMA MARINA,18,GILLNETS
2012,306001033,25040194136,ESCAMA,2,GILLNETS
